Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,167.550003,170.703506,166.160507,170.404495,170.404495,63520000
2022-01-04,170.438004,171.399994,166.349503,167.522003,167.522003,70726000
2022-01-05,166.882996,167.126495,164.356995,164.356995,164.356995,64302000
2022-01-06,163.450500,164.800003,161.936996,163.253998,163.253998,51958000
2022-01-07,163.839005,165.243500,162.031006,162.554001,162.554001,46678000
2022-01-10,160.585495,161.661499,158.634003,161.485992,161.485992,53752000
2022-01-11,161.410004,164.899506,159.873505,164.358505,164.358505,60746000
2022-01-12,165.710007,166.350006,164.899506,165.207001,165.207001,46678000
2022-01-13,165.410507,166.799500,163.227005,163.968994,163.968994,47032000
2022-01-14,163.179993,165.617996,162.023499,162.448502,162.448502,51958000
2022-01-18,160.839996,161.661499,159.203003,159.331497,159.331497,59014000
2022-01-19,159.350006,160.800003,156.138504,155.614502,155.614502,66200000
2022-01-20,156.500000,158.699997,154.750000,154.895996,154.895996,61260000
2022-01-21,154.639999,155.300003,151.850006,151.863495,151.863495,79638000
2022-01-24,150.000000,151.699997,145.020004,150.227997,150.227997,152742000
2022-01-25,149.449997,151.699997,147.679993,149.324005,149.324005,85202000
2022-01-26,152.000000,152.699997,147.600006,147.977005,147.977005,76806000
2022-01-27,148.550003,149.699997,145.550003,145.524994,145.524994,75638000
2022-01-28,147.500000,152.699997,147.300003,152.363007,152.363007,118300000
2022-02-01,154.000000,154.699997,152.949997,153.781998,153.781998,61838000
2022-02-02,154.250000,155.199997,153.100006,154.410004,154.410004,60548000
2022-02-03,153.779999,155.199997,152.949997,152.972000,152.972000,57478000
2022-02-04,152.000000,154.199997,151.699997,153.369995,153.369995,58458000
2022-02-07,153.399994,154.199997,151.949997,152.595001,152.595001,50752000
2022-02-08,152.000000,155.199997,151.949997,154.255005,154.255005,52658000
2022-02-09,155.500000,155.699997,154.199997,155.532501,155.532501,45848000
2022-02-10,154.000000,155.199997,152.949997,153.119995,153.119995,57478000
2022-02-11,152.500000,153.199997,150.949997,151.434998,151.434998,58458000
2022-02-14,151.000000,152.199997,150.949997,151.809998,151.809998,50752000
2022-02-15,152.500000,153.199997,151.949997,152.595001,152.595001,45848000
2022-02-16,152.000000,155.199997,151.949997,154.255005,154.255005,52658000
2022-02-17,154.000000,155.199997,152.949997,153.781998,153.781998,57478000
2022-02-18,153.000000,154.199997,151.949997,152.972000,152.972000,58458000
2022-02-22,151.000000,152.199997,150.949997,151.809998,151.809998,50752000
2022-02-23,151.500000,152.199997,150.949997,151.434998,151.434998,45848000
2022-02-24,145.000000,151.199997,145.000000,151.000000,151.000000,105742000
2022-02-25,152.000000,153.199997,151.949997,152.595001,152.595001,52658000
2022-02-28,152.500000,153.199997,151.949997,152.972000,152.972000,57478000
2022-03-01,152.000000,155.199997,151.949997,153.781998,153.781998,58458000
2022-03-02,154.000000,155.199997,152.949997,154.410004,154.410004,50752000
2022-03-03,154.500000,155.199997,153.949997,154.255005,154.255005,45848000
2022-03-04,153.000000,154.199997,151.949997,153.119995,153.119995,52658000
2022-03-07,152.000000,153.199997,150.949997,151.434998,151.434998,57478000
2022-03-08,150.000000,152.199997,149.949997,151.809998,151.809998,58458000
2022-03-09,153.500000,154.199997,152.949997,152.595001,152.595001,50752000
2022-03-10,152.000000,155.199997,151.949997,154.255005,154.255005,45848000
2022-03-11,155.000000,156.199997,154.949997,155.532501,155.532501,52658000
2022-03-14,154.000000,155.199997,152.949997,153.781998,153.781998,57478000
2022-03-15,154.500000,155.199997,153.949997,154.410004,154.410004,58458000
2022-03-16,155.000000,156.199997,154.949997,155.532501,155.532501,50752000
2022-03-17,154.000000,155.199997,152.949997,153.781998,153.781998,45848000
2022-03-18,153.500000,154.199997,151.949997,152.972000,152.972000,52658000
2022-03-21,153.000000,154.199997,151.949997,153.119995,153.119995,57478000
2022-03-22,154.000000,155.199997,152.949997,153.781998,153.781998,58458000
2022-03-23,154.500000,155.199997,153.949997,154.410004,154.410004,50752000
2022-03-24,154.000000,155.199997,152.949997,153.781998,153.781998,45848000
2022-03-25,154.500000,155.199997,153.949997,154.410004,154.410004,52658000
2022-03-28,154.000000,155.199997,152.949997,153.781998,153.781998,57478000
2022-03-29,155.000000,156.199997,154.949997,155.532501,155.532501,58458000
2022-03-30,155.500000,156.199997,154.949997,155.532501,155.532501,50752000
2022-03-31,154.000000,155.199997,152.949997,153.781998,153.781998,45848000
2022-04-01,154.500000,155.199997,153.949997,154.410004,154.410004,52658000
2022-04-04,155.000000,156.199997,154.949997,155.532501,155.532501,57478000
2022-04-05,154.000000,155.199997,152.949997,153.781998,153.781998,58458000
2022-04-06,153.000000,154.199997,151.949997,152.972000,152.972000,50752000
2022-04-07,152.500000,153.199997,151.949997,152.595001,152.595001,45848000
2022-04-08,152.000000,155.199997,151.949997,154.255005,154.255005,52658000
2022-04-11,153.000000,154.199997,151.949997,152.972000,152.972000,57478000
2022-04-12,153.500000,154.199997,152.949997,153.119995,153.119995,58458000
2022-04-13,154.000000,155.199997,152.949997,153.781998,153.781998,50752000
2022-04-14,153.000000,154.199997,151.949997,152.972000,152.972000,45848000
2022-04-18,152.000000,153.199997,150.949997,151.809998,151.809998,52658000
