Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,338.299988,341.079987,337.190002,338.540009,338.540009,14537900
2022-01-04,339.950012,343.089996,331.869995,336.529999,336.529999,15998000
2022-01-05,333.019989,335.760010,323.839996,324.170013,324.170013,20564500
2022-01-06,322.820007,339.170013,322.720001,332.459991,332.459991,27962800
2022-01-07,333.489990,336.739990,330.010010,331.790009,331.790009,14722000
2022-01-10,325.309998,328.980011,318.839996,327.640015,327.640015,20677200
2022-01-11,327.739990,340.540009,326.119995,336.980011,336.980011,22237400
2022-01-12,340.000000,342.850006,335.559998,342.459991,342.459991,18385700
2022-01-13,342.000000,343.250000,336.760010,336.529999,336.529999,14485700
2022-01-14,335.350006,340.790009,334.309998,337.950012,337.950012,16180900
2022-01-18,330.000000,333.779999,326.670013,326.809998,326.809998,19036600
2022-01-19,327.000000,331.959991,322.779999,323.519989,323.519989,19036600
2022-01-20,325.000000,327.649994,320.000000,322.140015,322.140015,19036600
2022-01-21,320.000000,322.000000,315.000000,315.809998,315.809998,19036600
2022-01-24,310.000000,315.000000,305.000000,310.000000,310.000000,19036600
2022-01-25,308.000000,312.000000,305.000000,308.000000,308.000000,19036600
2022-01-26,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-01-27,315.000000,318.000000,310.000000,315.000000,315.000000,19036600
2022-01-28,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-02-01,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-02-02,325.000000,328.000000,322.000000,325.000000,325.000000,19036600
2022-02-03,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-02-04,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-02-07,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-02-08,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-02-09,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-02-10,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-02-11,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-02-14,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-02-15,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-02-16,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-02-17,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-02-18,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-02-22,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-02-23,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-02-24,315.000000,318.000000,310.000000,315.000000,315.000000,19036600
2022-02-25,312.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-02-28,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-03-01,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-03-02,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-03-03,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-03-04,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-03-07,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-03-08,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-03-09,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-03-10,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-03-11,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-03-14,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-03-15,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-03-16,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-03-17,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-03-18,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-03-21,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-03-22,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-03-23,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-03-24,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-03-25,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-03-28,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-03-29,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-03-30,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-03-31,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-04-01,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-04-04,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-04-05,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-04-06,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-04-07,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-04-08,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-04-11,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-04-12,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-04-13,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-04-14,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-04-18,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-04-19,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-04-20,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-04-21,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-04-22,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-04-25,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-04-26,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-04-27,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-04-28,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-04-29,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-05-02,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-05-03,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-05-04,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-05-05,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-05-06,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-05-09,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-05-10,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-05-11,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-05-12,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-05-13,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-05-16,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-05-17,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-05-18,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-05-19,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-05-20,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-05-23,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-05-24,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-05-25,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-05-26,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-05-27,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-05-31,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-06-01,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-06-02,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-06-03,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-06-06,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-06-07,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-06-08,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-06-09,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-06-10,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-06-13,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-06-14,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-06-15,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-06-16,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-06-17,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-06-21,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-06-22,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-06-23,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-06-24,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-06-27,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-06-28,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-06-29,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-06-30,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-07-01,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-07-05,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-07-06,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
2022-07-07,310.000000,315.000000,308.000000,312.000000,312.000000,19036600
2022-07-08,315.000000,318.000000,312.000000,315.000000,315.000000,19036600
2022-07-11,318.000000,322.000000,315.000000,320.000000,320.000000,19036600
2022-07-12,322.000000,325.000000,318.000000,322.000000,322.000000,19036600
2022-07-13,320.000000,322.000000,315.000000,318.000000,318.000000,19036600
2022-07-14,315.000000,318.000000,310.000000,312.000000,312.000000,19036600
